时间,关键词,表情,内容
20161215,减肥,"[心],[污]",我有一颗想减肥的心[心]和一个爱我的父亲[污]，然而这是瘦不下来的。 ​
20161215,减肥,[泪],这会儿好饿啊，没错我要减肥，忍[泪]豆中午点的工作餐，好次[good] 洛阳·孟津县 ​
20161215,减肥,"[摊手],[哼]",摸了摸腿上和肚子的肉，下定决心寒假减肥[哼]特以此微博作证！[摊手] ​
20161215,减肥,[惊恐],再多的减肥励志语都不及试衣服时看到一个胖子穿得赘肉横出般触目惊心！ [惊恐][惊恐][惊恐] ​
20161215,减肥,[感冒],HLX+提高班+D2，开会回来10点了，这个点才跳玩，明后天去考试又得停两天了[感冒]@减肥明星赵奕然 ​
20161215,减肥,[摊手],每天都在自毁Flag 但还是坚持不懈的立Flag[摊手]妈妈说 你怎么每次聊天都说 饿[摊手]感觉减肥和复习不可兼得 会猝死🙃 ​
20161215,减肥,"[摊手],[二哈]",晚上减肥没吃饭[摊手][摊手][摊手]然而刚才。。。。[二哈][二哈][二哈]都怪你@柴pp-cc ​
20161215,减肥,[手掌],瘦就是最好的整容这话真的没有错🐥一套瘦了10多以上斤  帅死了我的哥[手掌]减肥需要的是坚持‼️ ​
20161215,减肥,"[泪],[奥特曼]",减肥太难了[泪]我不管，我是小公举，我必须减肥[奥特曼] 长春 ​
20161215,减肥,[草泥马],日常运动，减肥[草泥马] 株洲·云龙职教城 ​
20161215,减肥,[嘻嘻],好困喔，这个点刚到床上，脸上又好干，用柔肤水拂了下脸，希望明天会好一点。最近痩了2公斤，希望肚子上的肉肉再少一点，可是我都没有在可以减肥阿，怎么可以痩呢，看来最近太辛苦了，是时候好好补补营养拉，谁和我出去吃个美食呢[嘻嘻][嘻嘻][嘻嘻]@忆忆小娘鱼 有没有想吃烤肉[嘻嘻]  ​ 全文
20161215,减肥,[摊手],减肥从把摩卡换成美式开始[摊手][摊手] ​
20161215,减肥,[伤心],真的要减肥了[伤心] ​
20161215,减肥,[微笑],我要减肥[微笑] ​
20161215,减肥,"[爱你],[拜拜]",说好的减肥，但是当舍友拿来薯条的时候，我勤勤恳恳的吃完了半包。[爱你][爱你]你好，大胖子。再见，小瘦子。[拜拜][拜拜] ​
20161215,减肥,"[摊手],[污],[二哈]",啊[污]我可能得了减肥失忆症，我说过要减肥么？？我怎么不记得[二哈]吃饱才是王道[摊手] ​
20161215,减肥,"[加油],[拳头]",今天行动第一天，跳了定制一，感觉特别过瘾，就是出汗不够多，明天加油[加油][加油][加油]现在65.2，目标两位数[拳头][拳头][拳头]@减肥明星赵奕然 平顶山·平顶山站 ​
20161215,减肥,[上],#距离2017还有17天(•͈˽•͈)# 晚安哦，愿意上天都要善待每个拼命减肥的人啊，请不要给她们平台，不要带走她们的姨妈，不要让他们不健康，他们那么努力都是为了让自己变得更加美好，所以善待他们！让他们一天比一天更美好，一天比一天更加积极向上[上]🏻 ​
20161215,减肥,"[强壮],[哈哈]",[哈哈]为了梦想努力   ，准备期末的好好考试，也为学传媒努力   减肥[强壮] ​
20161215,减肥,"[心],[二哈]",晚安  比心[心]减肥第一天就破功了  [二哈]  减肥永远都从明天开始 石家庄·河北经贸大学 ​
20161215,减肥,"[摊手],[大哭]",我咋觉得宇宇今天直播暗戳戳的提到我爸爸了呢？什么从我身边的人减肥的人来看！晚饭要少吃或者不吃！什么打篮球要选好天气吧！什么现在只能滑雪了吧！恩！一定是我想太多了！恩没错[摊手]还有宇宇说以后有小宝宝的话！我的天呢！那个宝宝该多幸运啊[大哭]不要啊！我也是宝宝[大哭][大哭][大哭] ​ 全文
20161215,减肥,[花心],每间女[花心]宿舍都有一个好学生，一个大声公，一个臭屁妞，一个黄花闺女，一个减肥狂。。。(net) ​
20161215,减肥,[悲伤],我要减肥怎么这么能吃[悲伤][悲伤][悲伤] 青岛·黄岛区 ​
20161215,减肥,[花心],每间女[花心]宿舍都有一个好学生，一个大声公，一个臭屁妞，一个黄花闺女，一个减肥狂。。。(net) ​
20161215,减肥,[悲伤],我要减肥怎么这么能吃[悲伤][悲伤][悲伤] 青岛·黄岛区 ​
20161215,减肥,[污],今天宇宇直播，你身边有人减肥啊？我仿佛不知道有人是谁[污][污] ​
20161215,减肥,[抱抱],佳佳，我吃木耳粉瘦的50天25斤，代谢好了，并且一年没反弹算不算不反弹，你需要我送你，可是看你像我最初的时间一样苦逼运动还节食，然后换来的只有反弹，好心疼。我们减肥的初衷不就是为了快乐吗，悦己。现在不开心了，干嘛还那样坚持[抱抱][抱抱][抱抱] 感谢你们 ​
20161215,减肥,[摊手],[摊手]减肥失败 东莞·不夜天 ​
20161215,减肥,[微笑],是时候减肥了[微笑][微笑][微笑] ​
20161215,减肥,"[污],[失望]",第一次见到老大真人，还抱了[污][污][污][污][污]超级开心～～～～真人好瘦。。。我要努力减肥了[失望][失望][失望][失望]忘记说，生日快乐。#后弦1214生日快乐# ​
20161215,减肥,"[抱抱],[顶],[太开心]",今天真的开心[抱抱]吃了久违的饭[good]过了教师资格证笔试[good]减肥这样吃是不行的呀！[顶]发旧照鞭策一下自己[太开心] 衡阳·酃湖大学城 ​
20161215,减肥,"[玫瑰],[奋斗]",你不勇敢，没人替你坚强，少点抱怨，缺什么就去努力！胖就减肥，冷就加衣[玫瑰]我们什么都没有，唯一的本钱就是青春[奋斗][奋斗] 重庆·星光68广场 ​
20161215,减肥,[嘻嘻],F+普通班+D12天，今晚又是打湿头发的节奏，不知道是因为冬天的原因，还是怎么，汗水是跳完就干了，黏在身上。没有别人那种汗水如雨的节奏。加油吧，妹子，胜利在前方！[嘻嘻][嘻嘻][嘻嘻]@减肥明星赵奕然 ​
20161215,减肥,[微笑],对于我这种既管不住嘴又懒得要死的人   没有继续发胖已经算是在减肥了[微笑] 商丘·睢阳区 ​
20161215,减肥,[加油],两个月前认识的一个朋友今天看见超惊讶的对我说：你这俩月到底胖了多少啊？脸大了好几圈？？一刀刀戳在我心，卧槽，从下周开始我要运动减肥了，谁也拦不住我[加油][加油][加油] ​
20161215,减肥,"[馋嘴],[色]",赏月伴夜宵[馋嘴]吃完再减肥[色] ​
20161215,减肥,[作揖],你说落幕就是散场，我却当作国色天香。[作揖] 归家一趟，胖了五斤肉肉回来~欢迎亲们，来天杞园减肥俱乐部，让我们一起见证，真善美带给生活的惊喜。加油~ 呼和浩特·海亮 ​
20161215,减肥,[汗],打卡来咯，L+普通班+Day 9，跳完头发都炸开了[笑cry]，衣服深色不显汗[汗]@减肥明星赵奕然 ​
20161215,减肥,[爱你],#青宇##冯建宇狂想rhapsody##王青十二月# 直播结束，那些什么减肥啊运动啊做饭的时候唱歌啊，我们就装作什么都没听懂的样子，那个一直嗡嗡响的信息啊微信啊，我们就装作没有听到的样子，怎么样，是不是很乖，大宇狂想超级好听啊，清唱棒棒哒[爱你][爱你][爱你] ​
20161215,减肥,[强],蓓俪芙公司生产基地高大上的车间，专业的流水线，不是任何仿品可以取代的！这才是国内一流纯中药外敷减肥产品的生产标准！[强][强][强] 秒拍视频 . ​
20161215,减肥,[吃惊],惊呆！女子吃减肥药吃成精神病 12元成本竟卖380[吃惊]馨闻现场的秒拍视频（使用#秒拍#录制，免流量看热门短视频！） ​
20161215,减肥,[嘻嘻],今天15号，我已经坚持半个月了！我的这种减肥方法虽然见效慢，但是不痛苦易坚持！15天瘦掉5斤感觉足矣[嘻嘻][嘻嘻][嘻嘻] 安阳·滑县 ​
20161215,减肥,"[污],[二哈]",这一定是我这一生中最胖的时刻 所以我选择献血减肥[二哈]。O型的我很骄傲[污] 菏泽·牡丹区 ​
20161215,减肥,[黑线],L+提高班+定制8全部80分钟+D42，好久没来打卡了，跳前52.8，跳后52.6，这成绩有点惨[黑线][黑线]不过早起空腹体重从开始的55.5下降到今天的51.7，心里还是挺安慰的，辛苦没白费@减肥明星赵奕然 ​
20161215,减肥,"[黑线],[失望]",一天就早上吃个昨天剩馒头[失望]饿死了[失望]疯狂减肥开始吧[黑线] ​
20161215,减肥,[摊手],可能又要开始减肥了  ：）   [摊手]🙃 ​
20161215,减肥,"[酷],[二哈]",@减肥明星赵奕然   L+提高班+定制4+D1  第19天了-跳过了80分钟的，今天再跳60的，so easy[酷]一气喝成[二哈] 加油吧 ​
20161215,减肥,[污],真该减肥了[污][污][污] ​
20161215,减肥,[親一口],这人吧 一放肆 就收不住了 比如我 嘴巴一放开 这就不是我了 汉堡 冰激凌 小龙虾 炒鸡 还有红肠 。。。 该收收嘴巴收收心了 继续努力减肥 [親一口][親一口] ​
20161215,减肥,[闭眼],为了减肥只能自己动手做菜~为了减肥也是很努力[闭眼] ​
20161215,减肥,[哈哈],我爸喝醉了回家，非要把我举起来，他一边做出举的动作一边念念有词：“我会超过前两位选手，加码加到最重！中国队加油！”然后想把我抱起来……没成[哈哈]功，然后他呜呜呜着“让我得个冠军不行吗？”掩面跑进卧室。我特讨厌我爸，真的！我要减肥！！ ​
20161215,减肥,[摊手],自从换了新环境之后，就在吃的道路上停不下来！！！怎么办？上半年的减肥都白瞎了，全部长回来了 毫不含糊。一点没有客气！。。。。[摊手][摊手][摊手][摊手]。 上海·蟹先生和渔小姐海鲜自助(大融城店) ​
20161215,减肥,[二哈],减肥太难[二哈] ​
20161215,减肥,[二哈],减肥减的从90减到了100[二哈]无言面对江东父老 合肥·瑶海区 ​
20161215,减肥,[挤眼],假装在减肥[挤眼] ​
20161215,减肥,[抱抱],草原犬鼠瘦身甩掉大肚囊！日本高知县一动物园的草原犬鼠近日减肥成功。8月下旬，这只雌犬鼠刚来动物园时，[抱抱]体重相当于一般犬鼠的2倍以上，约1.96公斤。而在最近的两个月内，它的体重已经减至1.3公斤，减肥成功使饲养员大为宽慰。 ​
20161215,减肥,[打脸],#21天减肥法打卡#10day 最后明天了 今晚偷吃了一瓣柚子 罪恶呀！！早餐半个梨一个桃 午餐半个梨 晚餐3个橘 今天称重了 没运动[打脸] 加油！明天憋住啊 ​
20161215,减肥,[二哈],减肥好痛苦啊[二哈][二哈][二哈] ​
20161215,减肥,[傻笑],"以后不减肥了，我叫陈代玉 plus,[傻笑] ​"
20161215,减肥,[白眼],减肥一天后感觉现在好饿[白眼][白眼] ​
20161215,减肥,[二哈],这个星期不得了，乘着小辉叔调去HK的一个月，明天开始减肥！🙈🙈🙈春节再见，又是一条好汉……[二哈] ​
20161215,减肥,[黑线],#减肥打卡# 第七十天，晚上什么也没吃，一杯白开水，依旧有事没出去，没有公里。（脑力劳动不吃不行，其实也行[黑线]） ​
20161215,减肥,[闪电],有很多人天天嚷着要减肥，但是又懒的运动，管不住嘴🙈   爱唯是非常适合这种人的，酵素➕奇亚籽，让你悄悄的瘦[闪电]️瘦[闪电]️瘦[闪电]️ ​
20161215,减肥,"[摊手],[微笑]",床是软的 怎么运动减肥呢[摊手][微笑] ​
20161215,减肥,"[眼泪],[张嘴]",为什么心脏难受搭桥？心肌供血不足，高血压高血脂？器官都被油糊住了，能正常工作吗？你天天跑步 单车 的确会瘦 但内脏脂肪消耗的很少 所以很容易反弹 微胖的人减肥关键就是能不能减掉内脏脂肪！当然 很胖的人 哪都要减[眼泪]——选择很重要！！！[张嘴]【TR90】 ​
20161216,减肥,"[黑线],[可爱]",愉快的周末[可爱]只是一顿晚餐吃回了三天的减肥成果[黑线] ​
20161216,减肥,[摊手],终于有减肥的理由了[摊手] 湖州 ​
20161216,减肥,"[眼泪],[二哈]",再也不会选择饿成竹竿的减肥方式了，一是不好看  二是岁数大了身体受不了[眼泪]  （照片凹了个造型[二哈]）下一步想学学搏击 防身术什么的  最近听人讲的马路上变态男太多  徒手阉割恐怕要是必备技能了 ​
20161216,减肥,[坏笑],#2017许愿池#首先希望家人平平安安，身体健康，然后自己能找到合心意的工作，最后是减肥成功[坏笑] ​
20161216,减肥,"[下],[上]",不被信任，不被理解，不被希冀，不被铭记。我的计划中有你而你的脑海里没我的位置。责任，沉甸甸的两个字，是用行动而不是语言来承担的。可以不去可以不管可以放手，但 还是义无反顾地上啊。[上]随意写写 图文无关 [下]宿舍变身厨房 我要减肥 ​
20161216,减肥,[草莓],[草莓]减肥毒鸡汤越胖越丧，越丧越胖，从没想过自卑有这么大的力量，让你拒绝全世界‼️ 瘦下来    你仅仅只是拥有了全世界‼️ ​
20161216,减肥,[二哈],年关将至，我从今开始减肥，至瘦方休。我将不熬夜、不刷剧，我将不吃零食、不约聚餐。我将早睡早起，拼命运动。我是健身房的不倒翁、运动场的国王。我是将上T台的男模、是情敌的眼中钉。守住吃喝的嘴巴、控制渴望热量的胃。我将时间与力气献给胸肌腹肌。今朝如此，朝朝皆然。[二哈][二哈][二哈] ​
20161216,减肥,[太开心],不要偏食、过度减肥，让身体储存些适量的脂肪，可帮助维持体温。如果，预先知道今天因工作忙碌，无法按时吃饭，可先准备些饼干、面包，或是人[太开心]参茶等适时地补充热量。 ​
20161216,减肥,[汗],换个发型，换个心情为了胖15斤的身体决定好好减肥[汗] ​
20161216,减肥,[二哈],#减肥#no晚饭+.跳操  打卡第四天   (差点忘了)[二哈] ​
20161216,减肥,"[泪],[太开心]",C+提高班+D61+ 定制6+3组腰腹搭配+3组臀腿训练，好久没打卡了，今天挨训了[泪]，跳操这么久，看似没变化，可是最近逛街试衣服却发现比以前小一个码了，好开心[太开心]，我会一直坚持下去，可是师傅，我的大粗腿还有救么[泪][泪]@减肥明星赵奕然 @减肥明星赵奕然 ​
20161216,减肥,"[强壮],[仙人掌],[向右]",[向右]   💌致所有的减肥顾客[仙人掌]晚上七八点以后，你的胃几乎不工作了，只有肠道工作，也就是只吸收，不消化。因此，尽量不要再吃东西啦，包括水果，否则很容易长胖，容易让身体变成酸性体质！ 为了健康，改变习惯吧！ 肉就是这么长的！  10点就睡觉吧！11点最好进入深度睡眠！！大家一起改变[强壮]🏼 ​ 全文
20161216,减肥,"[偷笑],[米饭]",早上吃的鸡蛋灌饼中午二两米饭[米饭]➕树椒土豆丝➕醋溜豆芽晚上偷吃室友几口面我同学说我的减肥记录更像美食推荐[偷笑][偷笑] ​
20161216,减肥,[加油],H＋普通班＋D14＋定制三，耶[加油] 对自己狠点，加油骚年。@减肥明星赵奕然 ​
20161216,减肥,"[女孩],[男孩],[拜拜]",[女孩]：我饿了，给我下碗面吧，要么我们下楼去吃鸡公煲🙈[男孩]：你不是减肥嘛，也不看看自己多胖了[女孩]：算了，我去洗澡了，等会自己烧洗澡一半，发现某人在厨房偷偷的烧面…好感人闹🤗其实他是怕我把厨房弄脏，又闯祸……[拜拜][拜拜] ​
20161216,减肥,"[舔屏],[委屈]",[舔屏][舔屏]满屏的诱惑！哈哈哈哈。。。。。该减肥了。。。[委屈][委屈][委屈]。我想说裤子买小了。 宿迁·沭阳县 ​
20161216,减肥,[眼泪],今天感触挺深的，玩得很好的朋友说，在我减肥的那段时间，整个人都特别不正常，感觉特别冷漠，一点就会炸，不吃饭，陪他吃饭还要站着，感觉像个神经病[眼泪][眼泪]还说，千万不早回到之前那个样子了，现在挺好的。。 ​
20161216,减肥,[思考],听说明天又要考6级了，要不先比上次多考个50分[思考]这次考过我就去买根跳绳回家天天跳减肥[doge] ​
20161216,减肥,"[照相机],[害羞],[比基尼]",这次、我是真的决定要减肥啦啦啦啦啦[害羞][害羞][害羞]我们要穿[比基尼]出去玩耍耶[照相机][照相机][照相机] ​
20161216,减肥,[太开心],【减肥食谱三】早餐：酱豆腐、蒸蛋羹、半个馒头 。中餐：凉拌西兰花、清蒸[太开心]鱼、青椒冬笋丁，米饭半碗。晚餐：凉拌青笋，麻婆豆腐，酸辣藕片，小米粥一碗。 ​
20161216,减肥,[玫瑰],世界上最难做到的几件事：减肥 早睡 早起 让喜欢的人也喜欢自己[玫瑰] ​
20161216,减肥,"[眼泪],[二哈]",大半夜啃了鸭架，吃了面包，喝了两杯芝麻糊[二哈][二哈][二哈][二哈]明天又得开始减肥啦[眼泪][眼泪][眼泪][眼泪] ​
20161216,减肥,[给力],生活不只有远方，还有沿路的风景和每一天的坚持！日行10000步的我已激活了一枚快走勋章！#运动就是坚持# 你也来试试吧！微博运动减肥，不吃了[给力]把我长的10斤都瘦回来 ​
20161216,减肥,[哈欠],【6种食物是人体长寿保护伞】①茄子：“霜打茄子”是好药。②苦瓜：李时珍称其为一等瓜。③海带：预防甲状腺肿瘤。④地瓜：是祛病延年、减肥的绝[哈欠]佳食品。⑤南瓜：可预防高血脂和高胆固醇血症。⑥萝卜：根茎类蔬菜中的健康保护神。 ​
20161216,减肥,[加油],开启减肥模式[加油] ​
20161216,减肥,"[汗],[污]",大半夜地吃了四根德芙巧丝~~~坐火箭增肥的节奏啊[汗]减肥大计永远都是从明天开始[污] ​
20161216,减肥,"[二哈],[微风]",总算打完了一套的减肥套餐，好久没练这么晚了……[二哈]今天完全不在状态啊[微风] ​
20161216,减肥,[偷乐],#减肥#最近的努力开始有点成效了，[偷乐][偷乐][偷乐] ​
20161216,减肥,[拜拜],【减肥食谱五】早餐：一个蒸糯玉米，1个荷包蛋，一杯牛奶。中餐：西红柿牛肉面(面只吃一半)，凉拌海带胡萝卜丝。晚餐：豆苗鱼丸汤，素炒[拜拜]丝瓜，烤甘薯1块。 ​
20161216,减肥,[二哈],减肥[二哈]疼啊 ​
20161216,减肥,"[微笑],[喵喵]",我说我要减肥...然后周二海之乡周四那年那火锅周五铭记烤鱼+啤酒[微笑][微笑][微笑][微笑][微笑][微笑][微笑][微笑][喵喵][喵喵][喵喵][喵喵] ​
20161216,减肥,"[摊手],[下雨]",你不要在没有我的地方把我忘得一干二净其实比失去更让我伤心的是你都没有为了跟我在一起而努力[摊手]今天去看音乐会了今天又听姐姐跟我谈心谈你了今天小学弟喝醉给我打电话了今天太懒肚子还疼竟然没做减肥操今天很好今天没有太想你[下雨] 东营·东营职业学院 ​
20161216,减肥,"[囧],[月亮]",以为说为了小阑尾多吃点青菜～晚上少吃点减减肥～然并卵～没吃饱睡不好，明天的早餐先来两碗[囧][囧][囧][月亮] ​
20161216,减肥,[喵喵],#认真减肥第八天# 今天三餐都吃了，果然还是应该让自己忙起来就不会想着去吃晚饭了，以后要多去上自习qwq这样成绩能上来还能减肥~姨妈结束就去跑步哈哈哈哈现在只有学习和跑步能让我快乐了[喵喵]@相柳1997 ​
20161216,减肥,[摊手],曼七七七 减肥第一晚有人专门做麻辣烫，我忍住了，减肥第二晚，去城里嗨皮，我忍住了……回家不到半天就破功[摊手][摊手]这辈子我与卡腰的衣服无缘@旗七七七七 你也休想有修长的瘦腿 ​
20161216,减肥,[偷笑],#唐安麒宇宙饮食法# day9，差点忘记。早：好多橙子吃个够[偷笑][偷笑]午：吃面吃面忘记拍照了居然。晚：包菜➕鱼。好好吃的鱼丁儿啊。吃得好饱。@-没有谁离不开谁- @鱼儿减肥专用马甲必胜 @Cosmicdietdaily_ @Mmi董 @linda_heling ​
20161216,减肥,[胜利],H+普通班+D2+今天的汗水是成功的！明天继续加油！坚持就是胜利[胜利]️！争取过年手10斤！@减肥明星赵奕然 ​
20161216,减肥,[污],心心念的啤酒炸鸡终于来了，哇咔咔，爽。吃饱再减肥吧[污] ​
20161216,减肥,[微笑],明天开始我就不吃晚上饭了不是为了减肥是为了省钱[微笑][微笑][微笑][微笑]老子穷 ​
20161216,减肥,[摊手],每次决定要减肥的时候嘴巴就特别想吃东西[摊手]明明肚子很饱啊喂！ ​
20161216,减肥,[泪],#今日贴纸打卡#吃完我就减肥[泪] ​
20161216,减肥,[二哈],我妈说 减肥吧..年轻时候说减就能减下来[二哈][二哈]年轻时候[二哈][二哈][二哈] ​
20161216,减肥,[泪],#减肥#我发誓这只是考四级前的心理失衡。代餐忘拍照打卡，瑜伽跑步停了[泪]真的只是心理放纵，从头再来 ​
20161216,减肥,[哈哈],说好的减肥呢→_→→_→[哈哈] 青岛·云溪 ​
20161216,减肥,"[摊手],[心],[白眼],[污]",用情敌的照片当壁纸为了激励自己好好减肥[摊手]在宿舍和明天考六级的学姐跳咋了爸爸的舞 害怕元旦被逼表演节目[白眼]好心明天借给学姐手表去考试 却被嫌弃把霉运传染她[白眼]和喜欢的一切在一起[心]希望明天考四六级的学长学姐们好好加油[污] ​
20161216,减肥,"[眼泪],[强壮]",@ER团队-侯磊教练 @减肥明星赵奕然 @减肥不到100不罢休 H+普通班+定制二+D17，那个汗一直往眼睛里流～感觉自己就站在花潵下[眼泪]今晚的晚餐是紫薯粥，跳到一半就没力了，用了洪荒之力把剩下的跳完，拉伸完舒服多了。晚安，明天继续虐[强壮] ​
20161216,减肥,"[睡觉],[熊猫],[污]",放波毒[污][污] 睡觉啦 [睡觉]（ #我的心情日记#有点想家 [熊猫]）#济南芙蓉街## 今天你减肥了吗# 济南 ​
20161216,减肥,[惊恐],再创体重新高度！！！[惊恐][惊恐][惊恐]真的需要减肥了！！！ ​
20161216,减肥,[害羞],减肥＝整容   相信我瘦下来你会发现世界如此美好     给你瘦下来的机会[害羞] 沈阳·沈阳理工大学 ​
20161216,减肥,[二哈],【300斤男子只吃马铃薯 1年成功减肥100斤[二哈]】澳大利亚墨尔本一名男子之前因忧郁而暴饮暴食，出于健康考量，他在今年初下定决心瘦身，其方法竟是在一整年内只吃马铃薯，立誓绝不碰其他食物，现在一年马上就要结束了，他已经成功地减去了50公斤，并表示摆脱了忧郁。（中新网） ​
20161216,减肥,[污],减肥从六月减到12月，还不瘦，为啥[污] ​
20161216,减肥,[太开心],明天周末？哈哈，该好好睡一觉。在起来想想怎么减肥。[太开心] 建阳市 ​
20161216,减肥,[二哈],不能天天这么吃吃喝喝的了  得减肥  要不然毕业照我就真的还是个胖子了 [二哈] ​
20161216,减肥,[加油],减肥吧[加油][加油][加油] ​
20161216,减肥,[蜡烛],【生吃六种蔬菜可急速瘦身】1、茄子，2，大白菜，3、芹菜，4、青[蜡烛]椒或者柿子，5、西红柿，5、黄瓜。想减肥的MM看过来。 ​
20161216,减肥,"[摊手],[二哈]",@Ms-月半 [摊手]假期继续约减肥，如果可能的话[二哈] ​
20161216,减肥,"[难过],[衰],[快哭了],[大哭],[有],[疯了]",马上要过年了，摸摸肚子上、大腿上的赘肉[大哭][大哭][大哭]，看看镜子里圆乎乎的自己[难过][难过][难过]想想过年时的聚会，还不想减肥吗？[疯了][疯了][疯了]还想遭受别人异样的眼光吗？还想让亲朋好友说：看你胖的！少吃点吧！[衰][衰][衰]再想想那些大码、加大码、肥肥专卖[快哭了]还[有]️一个多月 ​ 全文
20161216,减肥,[二哈],签到，因为时间关系，只能隔一天跳一次，继续坚持就是胜利[二哈]@减肥明星赵奕然 ​
20161216,减肥,[大哭],我错了我再也不大晚上吃重辣的鸡锁骨了[大哭]大半夜啃的我嘴唇也疼胃里难受还想吐[大哭][大哭][大哭]我错了我要听爸爸听大宇的话好好减肥少吃点儿[大哭][大哭][大哭]好了好了，打榜去了 ​
20161216,减肥,[奥特曼],减肥，我要为之奋斗一生[奥特曼][奥特曼][奥特曼][奥特曼]#叫我仙女# 北京·南十里居 ​
20161216,减肥,[睡觉],减肥和攒钱都是屁 哪次遇到挫折哭成傻逼的时候不是海鲜鸭舌火锅一起上再加上买包买表买鞋子才帮你顶过来的..........晚安😴[睡觉][睡觉][睡觉][睡觉] ​
20161216,减肥,[喵喵],好可怕……我要减肥[喵喵] ​
20161216,减肥,[二哈],在学校就是控制不住沾垃圾食品啊 [二哈] 好想赶紧回家 圣诞节前不能再吃垃圾食品！！为什么我每天不想吃肉只想吃面食[二哈] 只想吃满满的碳水化合物 面包简直想入骨髓 [二哈] 今天也没补充蛋白质 以后再吃甜食我就配黑咖！最黑最苦最浓的！放假回家我可以自己做健康的减肥餐拉～想啥说啥没有逻辑的记叙 ​
20161216,减肥,"[摊手],[污]",#晏紫东#   宵夜吃水饺，吃丸子[污][污][污] 话说我可是一个说要减肥的人啊～[摊手]东东@晏紫东 你说怎么办？？？ ​
20161216,减肥,[微笑],“不要为了减肥而不吃晚饭因为这样 你就会吃更多夜宵[微笑]”#我的心情日记# ​
20161216,减肥,"[白眼],[草莓]",想吃甜食就去吃吧 冬天过了再减肥[白眼]@Me轻食 尽管大冬天坐在室外有些冷 但是有这么颜值高的可丽饼吃心里也是暖暖的啊草莓奶昔好好喝 喜欢这种浓郁的奶油➕草莓[草莓]@成都甜品店介绍sweet-struggle ​
20161216,减肥,[兔子],现代医学证明，山楂含枸橼酸、苹果酸、抗坏血酸、酶和蛋白质、碳水化合物，[兔子]有降血压，促进胃肠消化的作用。中医认为，山楂可健脾消积，对减肥有利，可辅治继发性肥胖症。 ​
20161216,减肥,[二哈],为了连麦。。。决心减肥。。。不成功。。。就割肉[二哈][二哈][二哈] ​
20161216,减肥,[泪],[泪][泪][泪]该减肥了。不能这么吃下去了 大连 ​
20161216,减肥,"[哼],[失望]",今天出🌞了，冬天的太阳就是这样，看着挺好但却没有丝毫的温度，对着镜子里的自己真的胖了，忍受不了，晚上还吃了砂锅粉[哼][哼]，我保证以后都不这样了，减肥不能只是说说，要控制饮食，我的42Kg，不能只是过去式[失望][失望][失望]，不吃啦，真的不吃啦……晚饭不吃啦[哆啦A梦汗][哆啦A梦汗] ​ 全文
20161216,减肥,[做鬼脸],只想找一个人在我失意时，可以承受我的眼泪，在我快乐时，可以让我咬一口肩膀。【店主亲自试吃 【奇迹美丽瘦】瘦掉脂肪40斤，真实对比前后图片绝对无PS。需要瘦身减肥的妹纸+卫星号：[做鬼脸] 270112016 ​
20161216,减肥,[摊手],纪念体育馆老师的盛情难却 刚决定减肥就拿来鱼给我次 临走拿来4袋A4纸 3盒中性笔让我学习用……还好最后同意收回一部分 如果我记笔记还好 我这个课都不常上的 做草纸有点浪费吧？[摊手]眼影盘在面前却不会画是什么感受[摊手]考研的为何在我们门口背英语 关门都挡不住[摊手] ​
20161216,减肥,[黑线],我要减肥[黑线][黑线][黑线][黑线] ​
20161216,减肥,[奥特曼],ppp518永远都不要相信那个经常说要减肥的人，因为他们真的只是说说而已。[奥特曼] ​
20161216,减肥,[眼泪],从没想过， 跳咚巴拉真的能减肥[眼泪] [眼泪] [眼泪] [眼泪] [眼泪] @TFBOYS-易烊千玺 ​
20161216,减肥,"[奥特曼],[求关注]",强化训练 D11 4月冲刺全部加后半个小时，对于寝室没有暖气的南方孩子，换个衣服都需要勇气，可我还是虐出这么多汗喔[奥特曼] 今天来了一组平板，时长也有三分半～[求关注][奥特曼]@减肥明星赵奕然 @月半星ye ​
20161216,减肥,[悲伤],该减肥了[悲伤] 黄冈·黄冈耀莱成龙国际影城 ​
20161216,减肥,"[馋嘴],[汗],[面条],[拜拜],[微风]",[微风]现在是晚上十点多钟，我和我的傻欠已结束战斗:一碗面条[面条] +手撕包菜，一根香蕉，一个大鸭梨，两袋饼干，两瓶酸奶，还有美味的辣条[馋嘴] 说好要减肥的呢，还管不住嘴，迈不腿，吃的不亦乐乎[汗]嗯，现在两个胀着肚子的吃货要去补个美容觉了，明天可不能这样吃了[拜拜]@凉心姑娘心不凉 [微风] ​ 全文
20161216,减肥,"[噢耶],[好爱哦]",然妞喊你来享用TST[好爱哦][好爱哦][好爱哦]来呀～来呀～[噢耶][噢耶]#TST庭秘密##减肥##TST活酵母# ​
20161216,减肥,[哈哈],"D58,四月＋后三十分钟＋平板撑，微汗，手机充电没在身边，放一张近期全身照吧，连滤镜都没[哈哈][哈哈]@减肥明星赵奕然 @月半星ye #我的心情日记# ​"
20161216,减肥,[雷锋],哎，我说你不要再减肥了好好吃饭，好好睡觉没人觉得你胖[雷锋] ​
20161216,减肥,[眼泪],说好要减肥，为何还是管不住嘴[眼泪] ​
20161216,减肥,[泪],完了，园区内新开了一家特别正宗的寿司店，[泪]这几天白减肥了！（想想以后更完了） 辽阳·太子河区 ​
20161216,减肥,"[摊手],[鲜花],[顶]",来吃吃吃[鲜花]快去减肥[顶][摊手] ​
